movieId,title,Year,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,IMAX,Documentary,War,Musical,Western,Film-Noir,(no genres listed),popularity,vote_average,vote_count,runtime,revenue,language
3075,Repulsion (1965),1965,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,20.299,7.44,901.0,105.0,0.0,True
3076,Irma la Douce (1963),1963,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.291,7.457,369.0,147.0,25200000.0,True
3077,42 Up (1998),1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.54,7.633,45.0,133.0,300880.0,True
3078,Liberty Heights (1999),1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.004,6.758,64.0,127.0,0.0,True
3079,Mansfield Park (1999),1999,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.337,6.652,284.0,112.0,0.0,True
3080,"Goodbye, 20th Century (1998)",1998,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.912,5.9,14.0,83.0,0.0,False
3081,Sleepy Hollow (1999),1999,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,42.948,7.2,6300.0,105.0,206100000.0,True
3082,"World Is Not Enough, The (1999)",1999,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,39.695,6.264,2688.0,128.0,361832400.0,True
3083,All About My Mother (Todo sobre mi madre) (1999),1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.998,7.654,1737.0,101.0,67872296.0,False
3084,Home Page (1999),1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4,0.0,0.0,102.0,0.0,True
3085,"Living Dead Girl, The (Morte Vivante, La) (1982)",1982,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.477,5.858,67.0,86.0,0.0,False
3086,March of the Wooden Soldiers (a.k.a. Babes in Toyland) (1934),1934,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.781,6.5,119.0,78.0,0.0,True
3087,Scrooged (1988),1988,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.024,6.8,1364.0,101.0,60300000.0,True
3088,Harvey (1950),1950,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.078,7.664,548.0,104.0,0.0,True
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),1948,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.519,8.212,2177.0,89.0,436655.0,False
3090,Matewan (1987),1987,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.177,7.2,91.0,132.0,1680358.0,True
3091,Kagemusha (1980),1980,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22.523,7.807,584.0,180.0,4000000.0,False
3092,"47 Samurai (Chûshingura) (Loyal 47 Ronin, The) (1962)",1962,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.071,7.338,37.0,207.0,0.0,False
3093,McCabe & Mrs. Miller (1971),1971,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,13.412,7.172,354.0,120.0,0.0,True
3094,Maurice (1987),1987,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21.001,7.592,476.0,140.0,2438304.0,True
3095,"Grapes of Wrath, The (1940)",1940,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.118,7.82,886.0,129.0,1591000.0,True
3096,My Man Godfrey (1957),1957,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.365,6.4,19.0,92.0,0.0,True
3097,"Shop Around the Corner, The (1940)",1940,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.528,8.263,642.0,99.0,0.0,True
3098,"Natural, The (1984)",1984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.397,6.858,538.0,137.0,48000000.0,True
3099,Shampoo (1975),1975,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.491,6.005,190.0,110.0,60000000.0,True
3100,"River Runs Through It, A (1992)",1992,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.571,7.027,953.0,123.0,43440294.0,True
3101,Fatal Attraction (1987),1987,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,25.167,6.845,1319.0,119.0,320145693.0,True
3102,Jagged Edge (1985),1985,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15.76,6.299,231.0,108.0,40500000.0,True
3103,Stanley & Iris (1990),1990,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.694,6.384,135.0,104.0,5820015.0,True
3104,Midnight Run (1988),1988,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,17.819,7.2,976.0,126.0,38413606.0,True
3105,Awakenings (1990),1990,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,25.969,7.756,2310.0,120.0,52096475.0,True
3106,Come See the Paradise (1990),1990,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.682,6.125,48.0,133.0,0.0,True
3107,Backdraft (1991),1991,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,34.779,6.636,1286.0,137.0,152368585.0,True
3108,"Fisher King, The (1991)",1991,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.634,7.277,1219.0,138.0,41895491.0,True
3109,"River, The (1984)",1984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.928,6.211,109.0,122.0,11500000.0,True
3110,Country (1984),1984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.919,6.482,28.0,105.0,0.0,True
3111,Places in the Heart (1984),1984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.968,7.153,137.0,111.0,0.0,True
3112,'night Mother (1986),1986,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.364,7.232,28.0,96.0,442000.0,True
3113,End of Days (1999),1999,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,31.294,6.05,1704.0,121.0,211989043.0,True
3114,Toy Story 2 (1999),1999,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.022,7.588,13050.0,92.0,497366869.0,True
3115,Flawless (1999),1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.838,6.142,230.0,112.0,4488529.0,True
3116,Miss Julie (1999),1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.384,6.1,16.0,103.0,0.0,True
3117,Ride with the Devil (1999),1999,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12.342,6.4,168.0,138.0,635096.0,True
3118,Tumbleweeds (1999),1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.818,6.5,40.0,102.0,1281176.0,True
3119,Bay of Blood (a.k.a. Twitch of the Death Nerve) (Reazione a catena) (1971),1971,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.945,6.644,332.0,85.0,0.0,False
3120,"Distinguished Gentleman, The (1992)",1992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.812,6.063,272.0,112.0,83000000.0,True
3121,"Hitch-Hiker, The (1953)",1953,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11.317,6.763,171.0,71.0,0.0,True
3122,Santa Fe Trail (1940),1940,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9.222,5.7,40.0,110.0,0.0,True
3123,Lauderdale (a.k.a. Spring Break USA) (a.k.a. Spring Fever USA) (1989),1989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205,2.9,10.0,91.0,0.0,True
3124,Agnes Browne (1999),1999,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.297,6.5,27.0,92.0,0.0,True
3125,"End of the Affair, The (1999)",1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.941,6.574,222.0,102.0,10827816.0,True
3126,"End of the Affair, The (1955)",1955,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.463,5.9,18.0,105.0,0.0,True
3127,Holy Smoke (1999),1999,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.781,5.586,186.0,115.0,0.0,True
3128,"Map of the World, A (1999)",1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.183,6.151,53.0,125.0,0.0,True
3129,Sweet and Lowdown (1999),1999,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.803,6.839,453.0,95.0,0.0,True
3130,Bonfire of the Vanities (1990),1990,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,18.297,5.538,434.0,125.0,15691192.0,True
3131,Broadway Damage (1997),1997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.688,6.0,15.0,111.0,0.0,True
3132,Daddy Long Legs (1919),1919,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.046,6.1,15.0,85.0,4900000.0,True
3133,Go West (1925),1925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.957,6.944,110.0,69.0,0.0,True
3134,Grand Illusion (La grande illusion) (1937),1937,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14.438,7.858,619.0,114.0,0.0,False
3135,"Great Santini, The (1979)",1979,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.984,6.7,56.0,115.0,0.0,True
3136,"James Dean Story, The (1957)",1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.481,6.5,10.0,81.0,0.0,True
3137,"Sea Wolves, The (1980)",1980,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13.296,5.899,75.0,120.0,220181.0,True
3138,Stealing Home (1988),1988,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.842,6.404,47.0,98.0,7467504.0,True
3139,Tarzan the Fearless (1933),1933,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.668,3.8,13.0,86.0,0.0,True
3140,Three Ages (1923),1923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.521,6.87,105.0,64.0,0.0,True
3141,"Two Jakes, The (1990)",1990,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.785,6.0,209.0,137.0,10005969.0,True
3142,U2: Rattle and Hum (1988),1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7.19,7.3,62.0,98.0,0.0,True
3143,Hell in the Pacific (1968),1968,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10.01,6.845,148.0,103.0,3230000.0,True
3144,"Glass Bottom Boat, The (1966)",1966,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.132,6.2,56.0,110.0,0.0,True
3145,Cradle Will Rock (1999),1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.282,6.493,76.0,132.0,0.0,True
3146,Deuce Bigalow: Male Gigolo (1999),1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.384,5.956,1298.0,88.0,65535067.0,True
3147,"Green Mile, The (1999)",1999,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,83.761,8.509,16198.0,189.0,286801374.0,True
3148,"Cider House Rules, The (1999)",1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.32,7.017,1074.0,126.0,88545092.0,True
3149,Diamonds (1999),1999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.059,5.5,14.0,91.0,0.0,True
3150,"War Zone, The (1999)",1999,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,21.383,6.917,151.0,98.0,0.0,True
3151,"Bat Whispers, The (1930)",1930,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2.071,6.2,23.0,83.0,0.0,True
3152,"Last Picture Show, The (1971)",1971,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.743,7.619,611.0,119.0,29133000.0,True
3153,"7th Voyage of Sinbad, The (1958)",1958,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.167,6.9,251.0,88.0,0.0,True
3154,Blood on the Sun (1945),1945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.552,5.8,29.0,94.0,0.0,True
3155,Anna and the King (1999),1999,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.472,6.753,712.0,148.0,113996937.0,True
3156,Bicentennial Man (1999),1999,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,26.89,7.237,3381.0,131.0,87423861.0,True
3157,Stuart Little (1999),1999,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.338,6.046,4108.0,84.0,300100000.0,True
3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.535,6.927,75.0,162.0,0.0,False
3159,Fantasia 2000 (1999),2000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,24.696,6.997,1177.0,74.0,60655420.0,True
3160,Magnolia (1999),1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28.914,7.731,3283.0,189.0,48451803.0,True
3161,Onegin (1999),1999,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.956,6.095,95.0,104.0,206128.0,True
3162,Simpatico (1999),1999,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.703,4.983,30.0,106.0,929606.0,True
3163,Topsy-Turvy (1999),1999,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12.602,6.615,131.0,160.0,0.0,True
3164,"Alley Cats, The (1966)",1966,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,3.8,5.0,83.0,0.0,True
3165,Boiling Point (1993),1993,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11.585,5.01,102.0,92.0,10058318.0,True
3166,Brenda Starr (1989),1989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.135,4.3,17.0,93.0,67878.0,True
3167,Carnal Knowledge (1971),1971,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.565,6.672,155.0,98.0,28623900.0,True
3168,Easy Rider (1969),1969,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31.384,7.07,1814.0,95.0,60000000.0,True
3169,"Falcon and the Snowman, The (1985)",1985,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,13.237,6.5,133.0,132.0,0.0,True
3170,Hi-Yo Silver (1940),1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.754,0.0,0.0,68.0,0.0,True
3171,Room at the Top (1959),1959,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.437,6.908,109.0,115.0,0.0,True
3172,Ulysses (Ulisse) (1954),1954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.309,6.42,145.0,100.0,0.0,False
3173,Any Given Sunday (1999),1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26.427,6.827,1515.0,162.0,100230832.0,True
3174,Man on the Moon (1999),1999,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.997,7.3,1617.0,118.0,47434430.0,True
3175,Galaxy Quest (1999),1999,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27.886,7.062,2015.0,101.0,90683916.0,True
3176,"Talented Mr. Ripley, The (1999)",1999,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,30.598,7.178,3303.0,139.0,128798265.0,True
3177,Next Friday (2000),2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.276,6.44,517.0,98.0,59827328.0,True
3178,"Hurricane, The (1999)",1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.864,7.432,1277.0,146.0,73956241.0,True
3179,Angela's Ashes (1999),1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.439,7.189,276.0,145.0,13042112.0,True
3180,Play it to the Bone (1999),1999,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.028,5.627,142.0,124.0,8434146.0,True
3181,Titus (1999),1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.521,6.498,243.0,162.0,2259680.0,True
3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.591,6.836,58.0,91.0,507941.0,True
3183,"Third Miracle, The (1999)",1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.074,5.9,41.0,119.0,0.0,True
3184,Montana (1998),1998,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7.278,6.0,21.0,96.0,0.0,True
3185,Snow Falling on Cedars (1999),1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.412,6.086,128.0,127.0,0.0,True
3186,"Girl, Interrupted (1999)",1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31.222,7.553,3482.0,127.0,48350205.0,True
3187,Trans (1998),1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,5.5,4.0,78.0,0.0,True
3188,"Life and Times of Hank Greenberg, The (1998)",1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6,5.8,8.0,90.0,0.0,True
3189,My Dog Skip (1999),1999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.198,6.757,257.0,95.0,35547761.0,True
3190,Supernova (2000),2000,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,14.876,4.926,339.0,91.0,14828081.0,True
3191,"Quarry, The (1998)",1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802,5.5,7.0,112.0,0.0,True
3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424,6.9,16.0,95.0,140021.0,False
3194,"Way We Were, The (1973)",1973,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.636,6.941,414.0,118.0,50000000.0,True
3195,Tess of the Storm Country (1922),1922,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.959,5.8,10.0,118.0,0.0,True
3196,Stalag 17 (1953),1953,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,23.208,7.703,538.0,120.0,0.0,True
3197,"Presidio, The (1988)",1988,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,16.346,5.813,296.0,97.0,20324096.0,True
3198,Papillon (1973),1973,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,29.085,7.84,1737.0,151.0,53267000.0,True
3199,Pal Joey (1957),1957,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8.057,6.358,67.0,111.0,7000000.0,True
3200,"Last Detail, The (1973)",1973,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.256,7.021,318.0,104.0,10000000.0,True
3201,Five Easy Pieces (1970),1970,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.061,7.167,464.0,98.0,18099091.0,True
3202,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),1971,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.792,6.583,98.0,96.0,0.0,False
3203,Dead Calm (1989),1989,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.853,6.54,664.0,96.0,7825000.0,True
3204,"Boys from Brazil, The (1978)",1978,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,15.517,6.706,351.0,125.0,19000000.0,True
3205,Black Sunday (La maschera del demonio) (1960),1960,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.758,7.476,470.0,86.0,0.0,False
3206,Against All Odds (1984),1984,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.337,5.732,184.0,128.0,0.0,True
3207,"Snows of Kilimanjaro, The (1952)",1952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.323,5.9,83.0,117.0,0.0,True
3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),1993,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.849,6.022,658.0,84.0,0.0,True
3209,"Loves of Carmen, The (1948)",1948,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857,6.833,16.0,99.0,0.0,True
3210,Fast Times at Ridgemont High (1982),1982,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35.704,6.803,1120.0,90.0,27100000.0,True
3211,"Cry in the Dark, A (1988)",1988,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.043,6.743,187.0,120.0,6908797.0,True
3212,Born to Win (1971),1971,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.944,5.3,29.0,88.0,0.0,True
3213,Batman: Mask of the Phantasm (1993),1993,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.754,7.5,982.0,76.0,5617391.0,True
3214,American Flyers (1985),1985,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.649,6.0,96.0,113.0,1400000.0,True
3215,Voyage of the Damned (1976),1976,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.996,5.953,53.0,155.0,0.0,True
3216,"Vampyros Lesbos (Vampiras, Las) (1971)",1971,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12.247,5.8,119.0,89.0,0.0,False
3217,"Star Is Born, A (1937)",1937,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.91,7.158,187.0,111.0,0.0,True
3218,Poison (1991),1991,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.481,6.1,66.0,85.0,609524.0,True
3219,Pacific Heights (1990),1990,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,16.899,6.236,324.0,102.0,55000000.0,True
3220,Night Tide (1961),1961,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.512,6.331,77.0,84.0,0.0,True
3221,"Draughtsman's Contract, The (1982)",1982,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.59,7.097,204.0,108.0,2256246.0,True
3222,Carmen (1984),1984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.649,6.679,28.0,152.0,0.0,False
3223,"Zed & Two Noughts, A (1985)",1985,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.988,7.163,131.0,115.0,0.0,True
3224,Woman in the Dunes (Suna no onna) (1964),1964,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26.258,8.276,369.0,147.0,0.0,False
3225,Down to You (2000),2000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.945,5.243,223.0,91.0,0.0,True
3226,Hellhounds on My Trail (1999),1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.987,6.0,1.0,54.0,0.0,True
3227,"Not Love, Just Frenzy (Más que amor, frenesí) (1996)",1996,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,18.337,5.5,17.0,125.0,0.0,False
3228,Wirey Spindell (2000),2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.493,4.3,3.0,101.0,0.0,True
3229,Another Man's Poison (1952),1952,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.357,6.635,37.0,90.0,0.0,True
3230,"Odessa File, The (1974)",1974,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.679,6.608,167.0,130.0,0.0,True
3231,"Saphead, The (1920)",1920,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.624,6.039,38.0,77.0,0.0,True
3232,Seven Chances (1925),1925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.877,7.588,234.0,56.0,0.0,True
3233,Smashing Time (1967),1967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.151,6.4,8.0,96.0,0.0,True
3234,Train Ride to Hollywood (1975),1975,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.664,0.0,0.0,89.0,0.0,True
3235,Where the Buffalo Roam (1980),1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.103,5.905,149.0,99.0,6659377.0,True
3236,Zachariah (1971),1971,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.631,5.154,13.0,93.0,0.0,True
3237,Kestrel's Eye (Falkens öga) (1998),1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6,6.0,1.0,89.0,0.0,False
3238,Eye of the Beholder (1999),1999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.144,5.0,136.0,109.0,17589705.0,True
3239,Isn't She Great? (2000),2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.053,4.672,32.0,95.0,3003296.0,True
3240,"Big Tease, The (1999)",1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.827,5.895,19.0,87.0,0.0,True
3241,"Cup, The (Phörpa) (1999)",1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.775,6.5,37.0,93.0,0.0,False
